"SCIENTIFIC_NAME","TAXON_ORDER","CATEGORY","SPECIES_CODE","PRIMARY_COM_NAME","ORDER","FAMILY","REPORT_AS","HebName"
"Crypturellus cinereus",57,"species","cintin1","Cinereous Tinamou","Tinamiformes","Tinamidae",NA,"Cinereous Tinamou"
"Knipolegus striaticeps",16643,"species","cintyr1","Cinereous Tyrant","Passeriformes","Tyrannidae",NA,"Cinereous Tyrant"
"Aegypius monachus",7662,"species","cinvul1","Cinereous Vulture","Accipitriformes","Accipitridae",NA,"עזנייה שחורה"
"Glaucestrilda thomensis",30632,"species","cinwax1","Cinderella Waxbill","Passeriformes","Estrildidae",NA,"Cinderella Waxbill"
"Ploceus badius",30223,"species","cinwea1","Cinnamon Weaver","Passeriformes","Ploceidae",NA,"Cinnamon Weaver"
"Hypocryptadius cinnamomeus",30881,"species","cinwhe1","Cinnamon Ibon","Passeriformes","Passeridae",NA,"Cinnamon Ibon"
"Celeus loricatus",11461,"species","cinwoo1","Cinnamon Woodpecker","Piciformes","Picidae",NA,"Cinnamon Woodpecker"
"Asthenes luizae",14992,"species","cipcan1","Cipo Canastero","Passeriformes","Furnariidae",NA,"Cipo Canastero"
"Cinclosoma cinnamomeum",18084,"species","ciqthr1","Cinnamon Quail-thrush","Passeriformes","Cinclosomatidae",NA,"Cinnamon Quail-thrush"
"Emberiza cirlus",32059,"species","cirbun1","Cirl Bunting","Passeriformes","Emberizidae",NA,"גיבתון משוכות"
"Harpactes orrhophaeus",9288,"species","cirtro1","Cinnamon-rumped Trogon","Trogoniformes","Trogonidae",NA,"Cinnamon-rumped Trogon"
"Acrocephalus kerearako",23224,"species","cirwar2","Cook Islands Reed Warbler","Passeriformes","Acrocephalidae",NA,"Cook Islands Reed Warbler"
"Cisticola sp.",23089,"spuh","cistic1","cisticola sp.","Passeriformes","Cisticolidae",NA,"cisticola sp."
"Culicicapa helianthea",21430,"species","citcaf1","Citrine Canary-Flycatcher","Passeriformes","Stenostiridae",NA,"Citrine Canary-Flycatcher"
"Rhipidura fuscorufa",19734,"species","citfan1","Cinnamon-tailed Fantail","Passeriformes","Rhipiduridae",NA,"Cinnamon-tailed Fantail"
"Carduelis citrinella",31906,"species","citfin1","Citril Finch","Passeriformes","Fringillidae",NA,"בזבוז תרוג"
"Phaethornis nattereri",4249,"species","cither1","Cinnamon-throated Hermit","Caprimulgiformes","Trochilidae",NA,"Cinnamon-throated Hermit"
"Peucaea sumichrasti",32240,"species","citspa1","Cinnamon-tailed Sparrow","Passeriformes","Passerellidae",NA,"Cinnamon-tailed Sparrow"
"Trogon citreolus",9194,"species","cittro1","Citreoline Trogon","Trogoniformes","Trogonidae",NA,"Citreoline Trogon"
"Motacilla citreola",31057,"species","citwag","Citrine Wagtail","Passeriformes","Motacillidae",NA,"נחליאלי לימוני"
"Motacilla citreola citreola/werae",31058,"issf","citwag1","Citrine Wagtail (Gray-backed)","Passeriformes","Motacillidae","citwag","נחליאלי לימוני (אפור-גב)"
"Motacilla citreola calcarata",31061,"issf","citwag2","Citrine Wagtail (Black-backed)","Passeriformes","Motacillidae","citwag","נחליאלי לימוני (שחור-גב)"
"Myiothlypis luteoviridis",33589,"species","citwar1","Citrine Warbler","Passeriformes","Parulidae",NA,"Citrine Warbler"
"Myiothlypis luteoviridis [luteoviridis Group]",33590,"issf","citwar2","Citrine Warbler (Northern)","Passeriformes","Parulidae","citwar1","Citrine Warbler (Northern)"
"Myiothlypis luteoviridis striaticeps",33594,"issf","citwar3","Citrine Warbler (Peruvian)","Passeriformes","Parulidae","citwar1","Citrine Warbler (Peruvian)"
"Myiothlypis luteoviridis euophrys",33595,"issf","citwar4","Citrine Warbler (Bolivian)","Passeriformes","Parulidae","citwar1","Citrine Warbler (Bolivian)"
"Dendrexetastes rufigula",14308,"species","citwoo1","Cinnamon-throated Woodcreeper","Passeriformes","Furnariidae",NA,"Cinnamon-throated Woodcreeper"
"Dendrexetastes rufigula devillei",14309,"issf","citwoo2","Cinnamon-throated Woodcreeper (devillei)","Passeriformes","Furnariidae","citwoo1","Cinnamon-throated Woodcreeper (devillei)"
"Dendrexetastes rufigula rufigula",14310,"issf","citwoo3","Cinnamon-throated Woodcreeper (rufigula)","Passeriformes","Furnariidae","citwoo1","Cinnamon-throated Woodcreeper (rufigula)"
"Dendrexetastes rufigula paraensis/moniliger",14311,"issf","citwoo4","Cinnamon-throated Woodcreeper (paraensis/moniliger)","Passeriformes","Furnariidae","citwoo1","Cinnamon-throated Woodcreeper (paraensis/moniliger)"
"Lipaugus lanioides",15523,"species","civpih1","Cinnamon-vented Piha","Passeriformes","Cotingidae",NA,"Cinnamon-vented Piha"
"Zosterops semperi",25302,"species","ciweye1","Caroline Islands White-eye","Passeriformes","Zosteropidae",NA,"Caroline Islands White-eye"
"Zosterops natalis",25298,"species","ciweye2","Christmas Island White-eye","Passeriformes","Zosteropidae",NA,"Christmas Island White-eye"
"Microspingus cinereus",34027,"species","ciwfin1","Cinereous Warbling Finch","Passeriformes","Thraupidae",NA,"Cinereous Warbling Finch"
"Poospiza ornata",34729,"species","ciwfin2","Cinnamon Warbling Finch","Passeriformes","Thraupidae",NA,"Cinnamon Warbling Finch"
"Pternistis clappertoni",1749,"species","clafra1","Clapperton's Spurfowl","Galliformes","Phasianidae",NA,"Clapperton's Spurfowl"
"Aechmophorus clarkii",1849,"species","clagre","Clark's Grebe","Podicipediformes","Podicipedidae",NA,"Clark's Grebe"
"Phylloscopus claudiae",24440,"species","clalew1","Claudia's Leaf Warbler","Passeriformes","Phylloscopidae",NA,"Claudia's Leaf Warbler"
"Nucifraga columbiana",20980,"species","clanut","Clark's Nutcracker","Passeriformes","Corvidae",NA,"Clark's Nutcracker"
"Rallus obsoletus/longirostris/crepitans",5209,"slash","clarai","Ridgway's/Mangrove/Clapper Rail","Gruiformes","Rallidae",NA,"Ridgway's/Mangrove/Clapper Rail"
"Rallus crepitans crepitans/waynei",5192,"issf","clarai1","Clapper Rail (Atlantic Coast)","Gruiformes","Rallidae","clarai11","Clapper Rail (Atlantic Coast)"
"Rallus longirostris cypereti",5179,"issf","clarai10","Mangrove Rail (Ecuadorian)","Gruiformes","Rallidae","manrai1","Mangrove Rail (Ecuadorian)"
"Rallus crepitans",5191,"species","clarai11","Clapper Rail","Gruiformes","Rallidae",NA,"Clapper Rail"
"Rallus crepitans saturatus/scottii",5195,"issf","clarai2","Clapper Rail (Gulf Coast)","Gruiformes","Rallidae","clarai11","Clapper Rail (Gulf Coast)"
"Rallus obsoletus obsoletus",5172,"issf","clarai3","Ridgway's Rail (San Francisco Bay)","Gruiformes","Rallidae","ridrai1","Ridgway's Rail (San Francisco Bay)"
"Rallus obsoletus levipes",5173,"issf","clarai4","Ridgway's Rail (Light-footed)","Gruiformes","Rallidae","ridrai1","Ridgway's Rail (Light-footed)"
"Rallus obsoletus yumanensis",5175,"issf","clarai5","Ridgway's Rail (Yuma)","Gruiformes","Rallidae","ridrai1","Ridgway's Rail (Yuma)"
"Rallus obsoletus beldingi",5174,"issf","clarai6","Ridgway's Rail (South Baja)","Gruiformes","Rallidae","ridrai1","Ridgway's Rail (South Baja)"
"Rallus crepitans [caribaeus Group]",5198,"issf","clarai7","Clapper Rail (Caribbean)","Gruiformes","Rallidae","clarai11","Clapper Rail (Caribbean)"
"Rallus longirostris [longirostris Group]",5180,"issf","clarai8","Mangrove Rail (Atlantic)","Gruiformes","Rallidae","manrai1","Mangrove Rail (Atlantic)"
"Rallus crepitans [pallidus Group]",5203,"issf","clarai9","Clapper Rail (Yucatan)","Gruiformes","Rallidae","clarai11","Clapper Rail (Yucatan)"
"Acrocephalus stentoreus [brunnescens Group]",23192,"issf","clarew2","Clamorous Reed Warbler (Brown)","Passeriformes","Acrocephalidae","clrwar1","קנית אפריקנית (מזרחית)"
"Acrocephalus stentoreus stentoreus/levantinus",23189,"issf","clarew3","Clamorous Reed Warbler (Clamorous)","Passeriformes","Acrocephalidae","clrwar1","קנית אפריקנית (מזרח תיכונית)"
"Ploceus golandi",30212,"species","clawea1","Kilifi Weaver","Passeriformes","Ploceidae",NA,"Kilifi Weaver"
"Troglodytes tanneri",26652,"species","clawre1","Clarion Wren","Passeriformes","Troglodytidae",NA,"Clarion Wren"
"Turdus grayi",27915,"species","clcrob","Clay-colored Thrush","Passeriformes","Turdidae",NA,"Clay-colored Thrush"
"Spizella pallida",32321,"species","clcspa","Clay-colored Sparrow","Passeriformes","Passerellidae",NA,"Clay-colored Sparrow"
"Drepanoptila holosericea",2713,"species","clfdov1","Cloven-feathered Dove","Columbiformes","Columbidae",NA,"Cloven-feathered Dove"
"Megascops marshalli",8547,"species","clfsco1","Cloud-forest Screech-Owl","Strigiformes","Strigidae",NA,"Cloud-forest Screech-Owl"
"Hirundinea ferruginea",16109,"species","clifly1","Cliff Flycatcher","Passeriformes","Tyrannidae",NA,"Cliff Flycatcher"
"Hirundinea ferruginea ferruginea/sclateri",16110,"issf","clifly2","Cliff Flycatcher (Cliff)","Passeriformes","Tyrannidae","clifly1","Cliff Flycatcher (Cliff)"
"Hirundinea ferruginea bellicosa/pallidior",16113,"issf","clifly3","Cliff Flycatcher (Swallow)","Passeriformes","Tyrannidae","clifly1","Cliff Flycatcher (Swallow)"
"Pteruthius intermedius",18577,"species","clishb1","Clicking Shrike-Babbler","Passeriformes","Vireonidae",NA,"Clicking Shrike-Babbler"
"Pteruthius intermedius aenobarbulus",18578,"issf","clishb2","Clicking Shrike-Babbler (Garo Hills)","Passeriformes","Vireonidae","clishb1","Clicking Shrike-Babbler (Garo Hills)"
"Pteruthius intermedius intermedius",18579,"issf","clishb3","Clicking Shrike-Babbler (Clicking)","Passeriformes","Vireonidae","clishb1","Clicking Shrike-Babbler (Clicking)"
"Petrochelidon pyrrhonota",23704,"species","cliswa","Cliff Swallow","Passeriformes","Hirundinidae",NA,"סנונית אמריקנית"
"Petrochelidon pyrrhonota [pyrrhonota Group]",23705,"issf","cliswa2","Cliff Swallow (pyrrhonota Group)","Passeriformes","Hirundinidae","cliswa","Cliff Swallow (pyrrhonota Group)"
"Petrochelidon pyrrhonota melanogaster",23709,"issf","cliswa3","Cliff Swallow (melanogaster)","Passeriformes","Hirundinidae","cliswa","Cliff Swallow (melanogaster)"
"Cisticola textrix",23039,"species","clocis1","Cloud Cisticola","Passeriformes","Cisticolidae",NA,"Cloud Cisticola"
"Cisticola textrix [major Group]",23040,"issf","clocis2","Cloud Cisticola (Cloud)","Passeriformes","Cisticolidae","clocis1","Cloud Cisticola (Cloud)"
"Cisticola textrix textrix",23045,"issf","clocis3","Cloud Cisticola (Cape)","Passeriformes","Cisticolidae","clocis1","Cloud Cisticola (Cape)"
"Glaucidium nubicola",8733,"species","clopyo1","Cloud-forest Pygmy-Owl","Strigiformes","Strigidae",NA,"Cloud-forest Pygmy-Owl"
"Acrocephalus stentoreus",23188,"species","clrwar1","Clamorous Reed Warbler","Passeriformes","Acrocephalidae",NA,"קנית אפריקנית"
"Cisticola dambo",23051,"species","clscis1","Dambo Cisticola","Passeriformes","Cisticolidae",NA,"Dambo Cisticola"
"Machaeropterus deliciosus",15392,"species","clwman1","Club-winged Manakin","Passeriformes","Pipridae",NA,"Club-winged Manakin"
"Geositta peruviana",14182,"species","coamin1","Coastal Miner","Passeriformes","Furnariidae",NA,"Coastal Miner"
"Periparus ater britannicus/hibernicus",21451,"issf","coatit1","Coal Tit (British)","Passeriformes","Paridae","coatit2","ירגזי שחור (בריטי)"
"Periparus ater",21450,"species","coatit2","Coal Tit","Passeriformes","Paridae",NA,"ירגזי שחור"
"Periparus ater [ater Group]",21454,"issf","coatit3","Coal Tit (Continental)","Passeriformes","Paridae","coatit2","ירגזי שחור (אירופי)"
"Periparus ater ledouci/atlas",21460,"issf","coatit4","Coal Tit (Atlas)","Passeriformes","Paridae","coatit2","ירגזי שחור (הרי האטלס)"
"Periparus ater cypriotes",21463,"issf","coatit5","Coal Tit (Cyprus)","Passeriformes","Paridae","coatit2","ירגזי שחור (קפריסין)"
"Periparus ater [phaeonotus Group]",21464,"issf","coatit6","Coal Tit (Caucasus)","Passeriformes","Paridae","coatit2","ירגזי שחור (טורקי)"
"Periparus ater aemodius/rufipectus",21470,"issf","coatit7","Coal Tit (Himalayan)","Passeriformes","Paridae","coatit2","ירגזי שחור (הימלאיה)"
"Periparus ater ptilosus/kuatunensis",21473,"issf","coatit8","Coal Tit (Chinese)","Passeriformes","Paridae","coatit2","ירגזי שחור (סין)"
"Buteogallus anthracinus anthracinus/utilensis",8135,"issf","cobhaw","Common Black Hawk (Common)","Accipitriformes","Accipitridae","comblh1","Common Black Hawk (Common)"
"Tyto prigoginei",8326,"species","cobowl1","Itombwe Owl","Strigiformes","Tytonidae",NA,"Itombwe Owl"
"Alectroenas sganzini",2717,"species","cobpig1","Comoro Blue-Pigeon","Columbiformes","Columbidae",NA,"Comoro Blue-Pigeon"
"Eriocnemis cupreoventris",4529,"species","cobpuf1","Coppery-bellied Puffleg","Caprimulgiformes","Trochilidae",NA,"Coppery-bellied Puffleg"
"Tarsiger johnstoniae",28868,"species","cobrob1","Collared Bush-Robin","Passeriformes","Muscicapidae",NA,"Collared Bush-Robin"
"Pomatorhinus ferruginosus",25438,"species","cobscb1","Black-crowned Scimitar-Babbler","Passeriformes","Timaliidae",NA,"Black-crowned Scimitar-Babbler"
"Pomatorhinus phayrei phayrei/stanfordi",25440,"issf","cobscb2","Brown-crowned Scimitar-Babbler (Phayre's)","Passeriformes","Timaliidae","bncscb1","Brown-crowned Scimitar-Babbler (Phayre's)"
"Pomatorhinus phayrei [albogularis Group]",25443,"issf","cobscb3","Brown-crowned Scimitar-Babbler (albogularis Group)","Passeriformes","Timaliidae","bncscb1","Brown-crowned Scimitar-Babbler (albogularis Group)"
"Chlorospingus flavopectus",32193,"species","cobtan1","Common Chlorospingus","Passeriformes","Passerellidae",NA,"Common Chlorospingus"
"Conothraupis mesoleuca",33955,"species","cobtan2","Cone-billed Tanager","Passeriformes","Thraupidae",NA,"Cone-billed Tanager"
"Thamnophilus praecox",13190,"species","cocant1","Cocha Antshrike","Passeriformes","Thamnophilidae",NA,"Cocha Antshrike"
"Coccyzus ferrugineus",3210,"species","coccuc1","Cocos Cuckoo","Cuculiformes","Cuculidae",NA,"Cocos Cuckoo"
"Coccyzus sp.",3227,"spuh","coccyz1","Coccyzus sp.","Cuculiformes","Cuculidae",NA,"Coccyzus sp."
"Rhipidura cockerelli [cockerelli Group]",19736,"issf","cocfan1","White-winged Fantail (White-winged)","Passeriformes","Rhipiduridae","whwfan1","White-winged Fantail (White-winged)"
"Rhipidura cockerelli lavellae",19741,"issf","cocfan2","White-winged Fantail (Dot-breasted)","Passeriformes","Rhipiduridae","whwfan1","White-winged Fantail (Dot-breasted)"
"Rhipidura cockerelli albina",19742,"issf","cocfan3","White-winged Fantail (Black-breasted)","Passeriformes","Rhipiduridae","whwfan1","White-winged Fantail (Black-breasted)"
"Rhipidura cockerelli coultasi",19743,"issf","cocfan4","White-gorgeted Fantail","Passeriformes","Rhipiduridae","whwfan1","White-gorgeted Fantail"
"Pinaroloxias inornata",35019,"species","cocfin1","Cocos Finch","Passeriformes","Thraupidae",NA,"Cocos Finch"
"Charitospiza eucosma",34911,"species","cocfin2","Coal-crested Finch","Passeriformes","Thraupidae",NA,"Coal-crested Finch"
"Geospiza scandens",35049,"species","cocfin3","Common Cactus-Finch","Passeriformes","Thraupidae",NA,"Common Cactus-Finch"
"Nesotriccus ridgwayi",16204,"species","cocfly1","Cocos Tyrannulet","Passeriformes","Tyrannidae",NA,"Cocos Tyrannulet"
"Ardea cocoi",7305,"species","cocher1","Cocoi Heron","Pelecaniformes","Ardeidae",NA,"Cocoi Heron"
"Irediparra gallinacea",5907,"species","cocjac1","Comb-crested Jacana","Charadriiformes","Jacanidae",NA,"Comb-crested Jacana"
"Galbula pastazae",10215,"species","cocjac2","Coppery-chested Jacamar","Galbuliformes","Galbulidae",NA,"Coppery-chested Jacamar"
"Nymphicus hollandicus",11886,"species","cockat","Cockatiel","Psittaciformes","Cacatuidae",NA,"קוקטיל"
"Nymphicus hollandicus (Domestic type)",11887,"domestic","cockat1","Cockatiel (Domestic type)","Psittaciformes","Cacatuidae","cockat","קוקטיל (פליט שבי)"
"Trichoglossus haematodus [haematodus Group]",12333,"issf","coclor1","Coconut Lorikeet (Coconut)-","Psittaciformes","Psittaculidae","railor4","Coconut Lorikeet (Coconut)-"
"Turdus fumigatus",27872,"species","cocthr1","Cocoa Thrush","Passeriformes","Turdidae",NA,"Cocoa Thrush"
"Turdus fumigatus personus",27873,"issf","cocthr2","Cocoa Thrush (Lesser Antillean)","Passeriformes","Turdidae","cocthr1","Cocoa Thrush (Lesser Antillean)"
"Turdus fumigatus [fumigatus Group]",27874,"issf","cocthr3","Cocoa Thrush (Cocoa)","Passeriformes","Turdidae","cocthr1","Cocoa Thrush (Cocoa)"
"Xiphorhynchus susurrans",14430,"species","cocwoo1","Cocoa Woodcreeper","Passeriformes","Furnariidae",NA,"Cocoa Woodcreeper"
"Xiphorhynchus susurrans [nana Group]",14431,"issf","cocwoo2","Cocoa Woodcreeper (Lawrence's)","Passeriformes","Furnariidae","cocwoo1","Cocoa Woodcreeper (Lawrence's)"
"Xiphorhynchus susurrans [susurrans Group]",14437,"issf","cocwoo3","Cocoa Woodcreeper (Cocoa)","Passeriformes","Furnariidae","cocwoo1","Cocoa Woodcreeper (Cocoa)"
"Diuca diuca",34639,"species","codfin1","Diuca Finch","Passeriformes","Thraupidae",NA,"Diuca Finch"
"Pelecanoides urinatrix",7035,"species","codpet1","Common Diving-Petrel","Procellariiformes","Procellariidae",NA,"Common Diving-Petrel"
"Coeligena sp.",4598,"spuh","coelig1","Coeligena sp.","Caprimulgiformes","Trochilidae",NA,"Coeligena sp."
"Ptilinopus coronulatus",2652,"species","cofdov1","Coroneted Fruit-Dove","Columbiformes","Columbidae",NA,"Coroneted Fruit-Dove"
"Micrastur semitorquatus",11614,"species","coffal1","Collared Forest-Falcon","Falconiformes","Falconidae",NA,"Collared Forest-Falcon"
"Columbina passerina",2240,"species","cogdov","Common Ground Dove","Columbiformes","Columbidae",NA,"Common Ground Dove"
"Locustella naevia",23280,"species","cogwar1","Common Grasshopper Warbler","Passeriformes","Locustellidae",NA,"חרגולן מנומר"
"Hierococcyx varius",3373,"species","cohcuc1","Common Hawk-Cuckoo","Cuculiformes","Cuculidae",NA,"Common Hawk-Cuckoo"
"Microchera cupreiceps",4933,"species","coheme1","Coppery-headed Emerald","Caprimulgiformes","Trochilidae",NA,"Coppery-headed Emerald"
"Delichon urbicum",23729,"species","cohmar1","Western/Siberian House-Martin","Passeriformes","Hirundinidae",NA,"טסית בתים/טסית בתים מזרחית"
"Gracula religiosa [religiosa Group]",27220,"issf","cohmyn1","Common Hill Myna (Common)","Passeriformes","Sturnidae","hilmyn","Common Hill Myna (Common)"
"Gracula venerata",27230,"species","cohmyn2","Tenggara Hill Myna","Passeriformes","Sturnidae",NA,"Tenggara Hill Myna"
"Gracula religiosa miotera",27227,"issf","cohmyn9","Common Hill Myna (Simeulue)","Passeriformes","Sturnidae","hilmyn","Common Hill Myna (Simeulue)"
"Ducula mullerii",2796,"species","coipig1","Collared Imperial-Pigeon","Columbiformes","Columbidae",NA,"Collared Imperial-Pigeon"
"Thamnophilus bernardi",13173,"species","colant1","Collared Antshrike","Passeriformes","Thamnophilidae",NA,"Collared Antshrike"
"Thamnophilus bernardi bernardi",13174,"issf","colant2","Collared Antshrike (Collared)","Passeriformes","Thamnophilidae","colant1","Collared Antshrike (Collared)"
"Thamnophilus bernardi shumbae",13175,"issf","colant3","Collared Antshrike (shumbae)","Passeriformes","Thamnophilidae","colant1","Collared Antshrike (shumbae)"
"Pteroglossus torquatus",10580,"species","colara1","Collared Aracari","Piciformes","Ramphastidae",NA,"Collared Aracari"
"Pteroglossus torquatus [torquatus Group]",10581,"issf","colara2","Collared Aracari (Collared)","Piciformes","Ramphastidae","colara1","Collared Aracari (Collared)"
"Pteroglossus torquatus sanguineus",10585,"issf","colara4","Collared Aracari (Stripe-billed)","Piciformes","Ramphastidae","colara1","Collared Aracari (Stripe-billed)"
"Pteroglossus torquatus erythropygius",10586,"issf","colara5","Collared Aracari (Pale-mandibled)","Piciformes","Ramphastidae","colara1","Collared Aracari (Pale-mandibled)"
"Gampsorhynchus torquatus",25607,"species","colbab1","Collared Babbler","Passeriformes","Pellorneidae",NA,"Collared Babbler"
"Ortalis columbiana",816,"species","colcha1","Colombian Chachalaca","Galliformes","Cracidae",NA,"Colombian Chachalaca"
"Mustelirallus colombianus",5329,"species","colcra2","Colombian Crake","Gruiformes","Rallidae",NA,"Colombian Crake"
"Melanopareia torquata",13763,"species","colcre1","Collared Crescentchest","Passeriformes","Melanopareiidae",NA,"Collared Crescentchest"
"Melanopareia torquata bitorquata",13764,"issf","colcre2","Collared Crescentchest (Double-collared)","Passeriformes","Melanopareiidae","colcre1","Collared Crescentchest (Double-collared)"
"Melanopareia torquata torquata/rufescens",13765,"issf","colcre3","Collared Crescentchest (Collared)","Passeriformes","Melanopareiidae","colcre1","Collared Crescentchest (Collared)"
"Corvus pectoralis",21113,"species","colcro1","Collared Crow","Passeriformes","Corvidae",NA,"Collared Crow"
"Sarcops calvus",27203,"species","coleto1","Coleto","Passeriformes","Sturnidae",NA,"Coleto"
"Microhierax caerulescens",11653,"species","colfal1","Collared Falconet","Falconiformes","Falconidae",NA,"Collared Falconet"
"Spizixos semitorques",23959,"species","colfin1","Collared Finchbill","Passeriformes","Pycnonotidae",NA,"Collared Finchbill"
"Ficedula albicollis",28935,"species","colfly1","Collared Flycatcher","Passeriformes","Muscicapidae",NA,"חטפית לבנת-עורף"
"Microbates collaris",26488,"species","colgna1","Collared Gnatwren","Passeriformes","Polioptilidae",NA,"Collared Gnatwren"
"Podiceps andinus",1839,"species","colgre1","Colombian Grebe","Podicipediformes","Podicipedidae",NA,"Colombian Grebe"
"Mycerobas affinis",31413,"species","colgro1","Collared Grosbeak","Passeriformes","Fringillidae",NA,"Collared Grosbeak"
"Coeligena torquata",4564,"species","colinc1","Collared Inca","Caprimulgiformes","Trochilidae",NA,"Collared Inca"
"Coeligena torquata [torquata Group]",4565,"issf","colinc2","Collared Inca (Collared)","Caprimulgiformes","Trochilidae","colinc1","Collared Inca (Collared)"
"Coeligena inca",4572,"species","colinc3","Gould's Inca","Caprimulgiformes","Trochilidae",NA,"Gould's Inca"
"Coeligena conradii",4571,"species","colinc4","Green Inca","Caprimulgiformes","Trochilidae",NA,"Green Inca"
"Coeligena torquata eisenmanni",4570,"issf","colinc5","Collared Inca (Vilcabamba)","Caprimulgiformes","Trochilidae","colinc1","Collared Inca (Vilcabamba)"
"Todiramphus chloris",9820,"species","colkin1","Collared Kingfisher","Coraciiformes","Alcedinidae",NA,"שלדג צווארון"
"Todiramphus chloris abyssinicus",9821,"issf","colkin10","Collared Kingfisher (Red Sea)","Coraciiformes","Alcedinidae","colkin1","שלדג צווארון (ים סוף)"
"Todiramphus tristrami alberti",9852,"issf","colkin11","Melanesian Kingfisher (Bougainville-Guadalcanal)","Coraciiformes","Alcedinidae","melkin1","Melanesian Kingfisher (Bougainville-Guadalcanal)"
"Todiramphus chloris kalbaensis",9822,"issf","colkin12","Collared Kingfisher (Arabian)","Coraciiformes","Alcedinidae","colkin1","שלדג צווארון (ערבי)"
"Todiramphus tristrami matthiae",9845,"issf","colkin13","Melanesian Kingfisher (St. Matthias Is.)","Coraciiformes","Alcedinidae","melkin1","Melanesian Kingfisher (St. Matthias Is.)"
"Todiramphus chloris occipitalis",9828,"issf","colkin14","Collared Kingfisher (Nicobar Is.)","Coraciiformes","Alcedinidae","colkin1","Collared Kingfisher (Nicobar Is.)"
"Todiramphus tristrami stresemanni",9846,"issf","colkin15","Melanesian Kingfisher (Dampier Straits)","Coraciiformes","Alcedinidae","melkin1","Melanesian Kingfisher (Dampier Straits)"
"Todiramphus tristrami tristrami",9851,"issf","colkin16","Melanesian Kingfisher (New Britain)","Coraciiformes","Alcedinidae","melkin1","Melanesian Kingfisher (New Britain)"
"Todiramphus colonus",9810,"species","colkin17","Colonist Kingfisher","Coraciiformes","Alcedinidae",NA,"Colonist Kingfisher"
"Todiramphus albicilla",9840,"species","colkin2","Mariana Kingfisher","Coraciiformes","Alcedinidae",NA,"Mariana Kingfisher"
"Todiramphus chloris [chloris Group]",9829,"issf","colkin3","Collared Kingfisher (Collared)","Coraciiformes","Alcedinidae","colkin1","Collared Kingfisher (Collared)"
"Todiramphus chloris [humii Group]",9823,"issf","colkin4","Collared Kingfisher (Oriental)","Coraciiformes","Alcedinidae","colkin1","Collared Kingfisher (Oriental)"
"Todiramphus sacer [juliae Group]",9780,"issf","colkin5","Pacific Kingfisher (Vanuatu)","Coraciiformes","Alcedinidae","packin1","Pacific Kingfisher (Vanuatu)"
"Todiramphus tristrami [nusae Group]",9847,"issf","colkin6","Melanesian Kingfisher (New Ireland)","Coraciiformes","Alcedinidae","melkin1","Melanesian Kingfisher (New Ireland)"
"Todiramphus sacer [sacer Group]",9786,"issf","colkin7","Pacific Kingfisher (South Pacific)","Coraciiformes","Alcedinidae","packin1","Pacific Kingfisher (South Pacific)"
"Todiramphus sacer [solomonis Group]",9790,"issf","colkin8","Pacific Kingfisher (Solomons)","Coraciiformes","Alcedinidae","packin1","Pacific Kingfisher (Solomons)"
"Todiramphus sordidus",9811,"species","colkin9","Torresian Kingfisher","Coraciiformes","Alcedinidae",NA,"Torresian Kingfisher"
"Mirafra collaris",21963,"species","collar1","Collared Lark","Passeriformes","Alaudidae",NA,"Collared Lark"
"Trochalopteron yersini",25901,"species","collau1","Collared Laughingthrush","Passeriformes","Leiothrichidae",NA,"Collared Laughingthrush"
"Vini solitaria",12256,"species","collor1","Collared Lory","Psittaciformes","Psittaculidae",NA,"Collared Lory"
"Colluricincla sp.",18886,"spuh","collur1","Colluricincla sp.","Passeriformes","Pachycephalidae",NA,"Colluricincla sp."
"Acridotheres albocinctus",27298,"species","colmyn1","Collared Myna","Passeriformes","Sturnidae",NA,"Collared Myna"
"Gactornis enarratus",3460,"species","colnig1","Collared Nightjar","Caprimulgiformes","Caprimulgidae",NA,"Collared Nightjar"
"Taenioptynx brodiei",8801,"species","colowl1","Collared Owlet","Strigiformes","Strigidae",NA,"Collared Owlet"
"Taenioptynx sylvaticus",8804,"species","colowl3","Sunda Owlet","Strigiformes","Strigidae",NA,"Sunda Owlet"
"Pterodroma brevipes",6930,"species","colpet1","Collared Petrel","Procellariiformes","Procellariidae",NA,"Collared Petrel"
"Charadrius collaris",5814,"species","colplo1","Collared Plover","Charadriiformes","Charadriidae",NA,"Collared Plover"
"Glareola pratincola",6249,"species","colpra","Collared Pratincole","Charadriiformes","Glareolidae",NA,"שדמית אדומת-כנף"
"Bucco capensis",10099,"species","colpuf1","Collared Puffbird","Galbuliformes","Bucconidae",NA,"Collared Puffbird"
"Eriocnemis mirabilis",4540,"species","colpuf2","Colorful Puffleg","Caprimulgiformes","Trochilidae",NA,"Colorful Puffleg"
"Myioborus torquatus",33679,"species","colred1","Collared Redstart","Passeriformes","Parulidae",NA,"Collared Redstart"
"Megascops ingens colombianus",8542,"issf","colsco1","Rufescent Screech-Owl (Colombian)","Strigiformes","Strigidae","rufsco1","Rufescent Screech-Owl (Colombian)"
"Accipiter cirrocephalus",8009,"species","colspa1","Collared Sparrowhawk","Accipitriformes","Accipitridae",NA,"Collared Sparrowhawk"
"Hedydipna collaris",29558,"species","colsun2","Collared Sunbird","Passeriformes","Nectariniidae",NA,"Collared Sunbird"
"Pipilo ocai",32751,"species","coltow1","Collared Towhee","Passeriformes","Passerellidae",NA,"Collared Towhee"
